    57
    320.0   0.08662   0.10093
    330.0   0.10836   0.06186
    340.0   0.12539   0.04156
    350.0   0.14347   0.02853
    360.0   0.16274   0.02019
    370.0   0.17938   0.01440
    380.0   0.19279   0.01154
    390.0   0.20250   0.01240
    400.0   0.20883   0.00671
    410.0   0.21741   0.00425
    420.0   0.22248   0.00303
    430.0   0.22558   0.00244
    440.0   0.22920   0.00220
    450.0   0.22929   0.00200
    460.0   0.23288   0.00180
    470.0   0.23591   0.00172
    480.0   0.24066   0.00181
    490.0   0.24242   0.00166
    500.0   0.24508   0.00169
    510.0   0.24902   0.00175
    520.0   0.25209   0.00175
    530.0   0.25437   0.00162
    540.0   0.25679   0.00180
    550.0   0.25839   0.00195
    560.0   0.25976   0.00163
    570.0   0.25986   0.00170
    580.0   0.25979   0.00168
    590.0   0.25903   0.00172
    600.0   0.25920   0.00172
    610.0   0.25851   0.00166
    620.0   0.25896   0.00165
    630.0   0.25953   0.00176
    640.0   0.26088   0.00183
    650.0   0.26211   0.00176
    660.0   0.26297   0.00179
    670.0   0.26366   0.00163
    680.0   0.26425   0.00184
    690.0   0.26383   0.00172
    700.0   0.26359   0.00193
    710.0   0.26325   0.00181
    720.0   0.26228   0.00190
    730.0   0.26058   0.00187
    740.0   0.25841   0.00187
    750.0   0.25526   0.00194
    760.0   0.25124   0.00198
    770.0   0.24623   0.00206
    780.0   0.24042   0.00211
    790.0   0.23358   0.00223
    800.0   0.22686   0.00241
    810.0   0.21952   0.00249
    820.0   0.20301   0.00269
    830.0   0.19523   0.00271
    840.0   0.18862   0.00285
    850.0   0.18238   0.00287
    860.0   0.17628   0.00296
    870.0   0.17009   0.00329
    880.0   0.15959   0.00460



 C4OC09B     .ASC                        

 OC-TXH-009-B                                                            
 Olivenza (LL5) 125-500 um at (10,0)                                     
 * User: TXH                                                             
 * Research Type: NASA-ESA-FSU-Japan-Canada, Active Missions, Proposal Pr
 * NASA PI/CoI or Sponsor:                                               
 * BVC: Brown Planetary Geosciences                                      
 * Public Release Date: 08/31/2008                                       
 * Run Mode: All Wavelengths for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Aperture Size: 7.0 mm                                                 
 * Scrambler: In                                                         
 * Depolarizer: Out                                                      
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 10.00   Detect Ang:  0.00  Volt: 0.777
 Date: 31-AUG-05   Time: 12:38:20
