    52
    370.0   0.02120   0.01073
    380.0   0.02126   0.00736
    390.0   0.02130   0.00349
    400.0   0.02135   0.00202
    410.0   0.02154   0.00135
    420.0   0.02157   0.00098
    430.0   0.02169   0.00079
    440.0   0.02180   0.00068
    450.0   0.02183   0.00061
    460.0   0.02196   0.00058
    470.0   0.02204   0.00051
    480.0   0.02215   0.00049
    490.0   0.02229   0.00046
    500.0   0.02238   0.00054
    510.0   0.02248   0.00052
    520.0   0.02257   0.00050
    530.0   0.02260   0.00051
    540.0   0.02267   0.00048
    550.0   0.02274   0.00047
    560.0   0.02276   0.00046
    570.0   0.02286   0.00047
    580.0   0.02287   0.00046
    590.0   0.02300   0.00047
    600.0   0.02303   0.00047
    610.0   0.02299   0.00050
    620.0   0.02307   0.00051
    630.0   0.02311   0.00052
    640.0   0.02316   0.00055
    650.0   0.02316   0.00057
    660.0   0.02319   0.00049
    670.0   0.02323   0.00053
    680.0   0.02328   0.00049
    690.0   0.02337   0.00051
    700.0   0.02343   0.00054
    710.0   0.02336   0.00057
    720.0   0.02353   0.00062
    730.0   0.02353   0.00066
    740.0   0.02351   0.00072
    750.0   0.02361   0.00080
    760.0   0.02369   0.00084
    770.0   0.02368   0.00095
    780.0   0.02370   0.00103
    790.0   0.02376   0.00119
    800.0   0.02375   0.00128
    810.0   0.02381   0.00144
    820.0   0.02392   0.00152
    830.0   0.02379   0.00162
    840.0   0.02403   0.00166
    850.0   0.02400   0.00165
    860.0   0.02398   0.00165
    870.0   0.02408   0.00171
    880.0   0.02398   0.00199



 CDMP226C            .ASC                        

 MP-TXH-226-C                                                            
 MET 00639 (CM2) 125-250 um / Spectralon at (i,e)=(40,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/22/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 9.248169e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 40.00   Detect Ang:  0.00  Volt: 0.777
 Date: 22-SEP-16   Time: 17:10:50
