    52
    370.0   0.02606   0.01220
    380.0   0.02774   0.00823
    390.0   0.02846   0.00388
    400.0   0.02928   0.00226
    410.0   0.03010   0.00147
    420.0   0.03106   0.00106
    430.0   0.03200   0.00086
    440.0   0.03290   0.00074
    450.0   0.03360   0.00066
    460.0   0.03423   0.00060
    470.0   0.03486   0.00055
    480.0   0.03563   0.00052
    490.0   0.03630   0.00049
    500.0   0.03692   0.00058
    510.0   0.03759   0.00054
    520.0   0.03798   0.00054
    530.0   0.03822   0.00052
    540.0   0.03859   0.00053
    550.0   0.03879   0.00049
    560.0   0.03887   0.00049
    570.0   0.03884   0.00049
    580.0   0.03878   0.00048
    590.0   0.03862   0.00050
    600.0   0.03839   0.00049
    610.0   0.03806   0.00052
    620.0   0.03775   0.00051
    630.0   0.03753   0.00055
    640.0   0.03718   0.00060
    650.0   0.03694   0.00061
    660.0   0.03671   0.00053
    670.0   0.03646   0.00053
    680.0   0.03633   0.00052
    690.0   0.03619   0.00050
    700.0   0.03600   0.00054
    710.0   0.03588   0.00059
    720.0   0.03573   0.00064
    730.0   0.03586   0.00067
    740.0   0.03580   0.00075
    750.0   0.03587   0.00083
    760.0   0.03595   0.00093
    770.0   0.03603   0.00104
    780.0   0.03626   0.00118
    790.0   0.03640   0.00132
    800.0   0.03654   0.00145
    810.0   0.03665   0.00161
    820.0   0.03657   0.00176
    830.0   0.03665   0.00185
    840.0   0.03657   0.00191
    850.0   0.03658   0.00191
    860.0   0.03645   0.00190
    870.0   0.03627   0.00196
    880.0   0.03628   0.00228



 CDMP198D            .ASC                        

 MP-TXH-198-D                                                            
 ALH 84040 (CM2) 250-500 um / Spectralon at (i,e)=(40,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/15/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 9.013509e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 40.00   Detect Ang:  0.00  Volt: 0.777
 Date: 15-SEP-16   Time: 11:29:48
