    51
    350.0   0.31784   0.01926
    360.0   0.32470   0.01467
    370.0   0.32812   0.01290
    380.0   0.33644   0.01155
    390.0   0.34260   0.01172
    400.0   0.34863   0.01192
    410.0   0.35278   0.01220
    420.0   0.36064   0.01323
    430.0   0.36332   0.01398
    440.0   0.36690   0.01327
    450.0   0.36886   0.01274
    460.0   0.36985   0.01355
    470.0   0.37149   0.01320
    480.0   0.37197   0.01229
    490.0   0.37322   0.01294
    500.0   0.37185   0.01400
    510.0   0.37136   0.01339
    520.0   0.36997   0.01293
    530.0   0.36970   0.01254
    540.0   0.36981   0.01276
    550.0   0.36882   0.01216
    560.0   0.36841   0.01179
    570.0   0.36716   0.01180
    580.0   0.36663   0.01183
    590.0   0.36501   0.01160
    600.0   0.36475   0.01079
    610.0   0.36423   0.01046
    620.0   0.36545   0.01069
    630.0   0.36610   0.01165
    640.0   0.36657   0.01077
    650.0   0.36627   0.01085
    660.0   0.36650   0.01107
    670.0   0.36653   0.01063
    680.0   0.36737   0.01059
    690.0   0.36765   0.01089
    700.0   0.36871   0.01049
    710.0   0.36923   0.01054
    720.0   0.36976   0.01000
    730.0   0.36922   0.01080
    740.0   0.37037   0.01013
    750.0   0.37102   0.00992
    760.0   0.37202   0.01010
    770.0   0.37205   0.01030
    780.0   0.37167   0.01099
    790.0   0.37331   0.00930
    800.0   0.37408   0.00979
    810.0   0.37429   0.01009
    820.0   0.37490   0.00907
    830.0   0.37576   0.01009
    840.0   0.37677   0.01110
    850.0   0.37730   0.01125



 CDMI02      .ASC                        

 MI-CMP-002                                                              
 IRON METEORITE (1X1) SMOOTH FACE AFTER CLEANING WITH ETHANOL            
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 30.00   Detect Ang: 15.00  Volt: 0.777
 Date: 11-DEC-85   Time: 18:00:05
