    52
    370.0   0.02216   0.01316
    380.0   0.02288   0.00901
    390.0   0.02283   0.00426
    400.0   0.02287   0.00252
    410.0   0.02284   0.00167
    420.0   0.02301   0.00122
    430.0   0.02311   0.00101
    440.0   0.02323   0.00090
    450.0   0.02327   0.00083
    460.0   0.02336   0.00074
    470.0   0.02347   0.00071
    480.0   0.02361   0.00070
    490.0   0.02368   0.00066
    500.0   0.02377   0.00073
    510.0   0.02390   0.00069
    520.0   0.02399   0.00071
    530.0   0.02408   0.00070
    540.0   0.02409   0.00070
    550.0   0.02426   0.00069
    560.0   0.02430   0.00068
    570.0   0.02433   0.00065
    580.0   0.02441   0.00068
    590.0   0.02446   0.00067
    600.0   0.02446   0.00065
    610.0   0.02452   0.00066
    620.0   0.02452   0.00069
    630.0   0.02454   0.00069
    640.0   0.02455   0.00072
    650.0   0.02457   0.00078
    660.0   0.02465   0.00066
    670.0   0.02473   0.00067
    680.0   0.02475   0.00068
    690.0   0.02481   0.00067
    700.0   0.02481   0.00069
    710.0   0.02483   0.00069
    720.0   0.02489   0.00077
    730.0   0.02487   0.00081
    740.0   0.02494   0.00088
    750.0   0.02500   0.00098
    760.0   0.02500   0.00108
    770.0   0.02511   0.00122
    780.0   0.02516   0.00132
    790.0   0.02517   0.00151
    800.0   0.02522   0.00165
    810.0   0.02537   0.00179
    820.0   0.02531   0.00199
    830.0   0.02543   0.00207
    840.0   0.02542   0.00207
    850.0   0.02572   0.00213
    860.0   0.02579   0.00209
    870.0   0.02595   0.00212
    880.0   0.02608   0.00238



 CEMP226A3           .ASC                        

 MP-TXH-226-A3                                                           
 MET 00639 (CM2) <125 um / Spectralon at (i,e)=(50,0)                    
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/23/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 9.162089e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 50.00   Detect Ang:  0.00  Volt: 0.777
 Date: 23-SEP-16   Time: 11:17:03
