    52
    370.0   0.03643   0.00907
    380.0   0.03956   0.00612
    390.0   0.04059   0.00288
    400.0   0.04205   0.00170
    410.0   0.04346   0.00111
    420.0   0.04519   0.00081
    430.0   0.04691   0.00066
    440.0   0.04854   0.00057
    450.0   0.04983   0.00052
    460.0   0.05088   0.00049
    470.0   0.05210   0.00041
    480.0   0.05348   0.00041
    490.0   0.05464   0.00042
    500.0   0.05579   0.00046
    510.0   0.05702   0.00044
    520.0   0.05785   0.00041
    530.0   0.05847   0.00041
    540.0   0.05901   0.00042
    550.0   0.05944   0.00041
    560.0   0.05965   0.00039
    570.0   0.05979   0.00041
    580.0   0.05979   0.00042
    590.0   0.05955   0.00039
    600.0   0.05929   0.00040
    610.0   0.05897   0.00042
    620.0   0.05858   0.00043
    630.0   0.05812   0.00043
    640.0   0.05775   0.00047
    650.0   0.05730   0.00049
    660.0   0.05680   0.00041
    670.0   0.05656   0.00042
    680.0   0.05630   0.00043
    690.0   0.05609   0.00044
    700.0   0.05586   0.00044
    710.0   0.05558   0.00052
    720.0   0.05554   0.00052
    730.0   0.05554   0.00055
    740.0   0.05558   0.00060
    750.0   0.05572   0.00066
    760.0   0.05593   0.00075
    770.0   0.05630   0.00081
    780.0   0.05645   0.00092
    790.0   0.05684   0.00101
    800.0   0.05727   0.00112
    810.0   0.05723   0.00125
    820.0   0.05757   0.00136
    830.0   0.05770   0.00141
    840.0   0.05763   0.00147
    850.0   0.05772   0.00147
    860.0   0.05772   0.00143
    870.0   0.05788   0.00150
    880.0   0.05785   0.00172



 CAMP198A            .ASC                        

 MP-TXH-198-A                                                            
 ALH 84040 (CM2) <125 um / Spectralon at (i,e)=(10,0)                    
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/14/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 9.053192e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 10.00   Detect Ang:  0.00  Volt: 0.777
 Date: 14-SEP-16   Time: 12:37:09
