   131
    350.0   0.03688   0.00787
    355.0   0.03705   0.00434
    360.0   0.03704   0.00267
    365.0   0.03726   0.00192
    370.0   0.03774   0.00163
    375.0   0.03828   0.00151
    380.0   0.03891   0.00143
    385.0   0.03909   0.00115
    390.0   0.03951   0.00105
    395.0   0.04008   0.00101
    400.0   0.04034   0.00095
    405.0   0.04096   0.00111
    410.0   0.04160   0.00109
    415.0   0.04203   0.00105
    420.0   0.04263   0.00203
    425.0   0.04322   0.00262
    430.0   0.04370   0.00230
    435.0   0.04432   0.00212
    440.0   0.04475   0.00197
    445.0   0.04532   0.00187
    450.0   0.04578   0.00178
    455.0   0.04613   0.00166
    460.0   0.04639   0.00156
    465.0   0.04676   0.00150
    470.0   0.04731   0.00145
    475.0   0.04764   0.00133
    480.0   0.04801   0.00136
    485.0   0.04845   0.00133
    490.0   0.04903   0.00128
    495.0   0.04950   0.00134
    500.0   0.04985   0.00126
    505.0   0.05043   0.00137
    510.0   0.05104   0.00132
    515.0   0.05146   0.00133
    520.0   0.05206   0.00133
    525.0   0.05232   0.00132
    530.0   0.05280   0.00138
    535.0   0.05329   0.00136
    540.0   0.05374   0.00140
    545.0   0.05408   0.00140
    550.0   0.05448   0.00146
    555.0   0.05503   0.00144
    560.0   0.05536   0.00142
    565.0   0.05562   0.00150
    570.0   0.05587   0.00152
    575.0   0.05614   0.00151
    580.0   0.05634   0.00161
    585.0   0.05665   0.00160
    590.0   0.05664   0.00164
    595.0   0.05680   0.00163
    600.0   0.05685   0.00160
    605.0   0.05690   0.00158
    610.0   0.05688   0.00162
    615.0   0.05688   0.00165
    620.0   0.05688   0.00170
    625.0   0.05687   0.00167
    630.0   0.05683   0.00167
    635.0   0.05681   0.00164
    640.0   0.05679   0.00168
    645.0   0.05676   0.00165
    650.0   0.05668   0.00167
    655.0   0.05664   0.00169
    660.0   0.05660   0.00167
    665.0   0.05652   0.00167
    670.0   0.05621   0.00161
    675.0   0.05602   0.00162
    680.0   0.05590   0.00166
    685.0   0.05572   0.00165
    690.0   0.05565   0.00167
    695.0   0.05568   0.00168
    700.0   0.05577   0.00176
    705.0   0.05582   0.00170
    710.0   0.05592   0.00170
    715.0   0.05590   0.00173
    720.0   0.05602   0.00176
    725.0   0.05614   0.00177
    730.0   0.05619   0.00184
    735.0   0.05627   0.00178
    740.0   0.05632   0.00178
    745.0   0.05644   0.00180
    750.0   0.05650   0.00181
    755.0   0.05658   0.00185
    760.0   0.05661   0.00184
    765.0   0.05645   0.00180
    770.0   0.05644   0.00188
    775.0   0.05656   0.00197
    780.0   0.05666   0.00187
    785.0   0.05671   0.00201
    790.0   0.05666   0.00200
    795.0   0.05670   0.00191
    800.0   0.05672   0.00209
    805.0   0.05677   0.00202
    810.0   0.05682   0.00209
    815.0   0.05687   0.00206
    820.0   0.05693   0.00209
    825.0   0.05690   0.00215
    830.0   0.05692   0.00206
    835.0   0.05693   0.00209
    840.0   0.05692   0.00216
    845.0   0.05687   0.00213
    850.0   0.05674   0.00475
    855.0   0.05671   0.00437
    860.0   0.05669   0.00420
    865.0   0.05658   0.00382
    870.0   0.05653   0.00365
    875.0   0.05651   0.00332
    880.0   0.05639   0.00324
    885.0   0.05662   0.00373
    890.0   0.05657   0.00341
    895.0   0.05651   0.00337
    900.0   0.05658   0.00327
    905.0   0.05650   0.00305
    910.0   0.05650   0.00301
    915.0   0.05656   0.00298
    920.0   0.05644   0.00282
    925.0   0.05631   0.00267
    930.0   0.05631   0.00264
    935.0   0.05623   0.00263
    940.0   0.05606   0.00261
    945.0   0.05615   0.00341
    950.0   0.05612   0.00342
    955.0   0.05610   0.00328
    960.0   0.05609   0.00325
    965.0   0.05618   0.00304
    970.0   0.05609   0.00309
    975.0   0.05609   0.00259
    980.0   0.05604   0.00271
    985.0   0.05603   0.00254
    990.0   0.05596   0.00263
    995.0   0.05595   0.00251
   1000.0   0.05596   0.00273



 CDMT234             .ASC                        

 MT-S1S-234                                                              
 Murchison 3-cm chip Spot C (5.6 mm) / Spectralon                        
 (i, e) = (15, -15)                                                      
 * User: S1K                                                             
 * Research Type: NASA - Foreign, Active Missions, Hayabusa2             
 * NASA PI/CoI or Sponsor: S1S                                           
 * BVC: Visitor                                                          
 * Public Release Date: 08/20/2018                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic - Alternate                                     
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 7.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 7.728231e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 15.00   Detect Ang: -15.00  Volt: 0.777
 Date: 19-AUG-15   Time: 14:24:15
