    36
    490.0   0.35894
    491.0   0.35896
    492.0   0.35986
    493.0   0.36048
    494.0   0.36072
    495.0   0.36162
    496.0   0.36258
    497.0   0.36290
    498.0   0.36334
    499.0   0.36313
    500.0   0.36339
    501.0   0.36255
    502.0   0.36196
    503.0   0.36132
    504.0   0.36102
    505.0   0.35912
    506.0   0.35557
    507.0   0.35260
    508.0   0.35394
    509.0   0.35529
    510.0   0.35873
    511.0   0.36098
    512.0   0.36249
    513.0   0.36462
    514.0   0.36656
    515.0   0.36816
    516.0   0.36926
    517.0   0.37172
    518.0   0.37221
    519.0   0.37264
    520.0   0.37347
    521.0   0.37400
    522.0   0.37487
    523.0   0.37499
    524.0   0.37616
    525.0   0.37608



 C5MP91      .ASC                        

 MP-TXH-091-A                                                            
 Jonzac eucrite <25 um                                                   
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 30.00   Detect Ang:  0.00  Volt: 0.222
 Date: 16-JUL-98   Time: 13:14:05
