    52
    370.0   0.02177   0.00935
    380.0   0.02256   0.00651
    390.0   0.02284   0.00304
    400.0   0.02303   0.00183
    410.0   0.02316   0.00126
    420.0   0.02330   0.00093
    430.0   0.02346   0.00079
    440.0   0.02351   0.00070
    450.0   0.02361   0.00069
    460.0   0.02370   0.00065
    470.0   0.02379   0.00062
    480.0   0.02390   0.00063
    490.0   0.02398   0.00063
    500.0   0.02404   0.00067
    510.0   0.02413   0.00064
    520.0   0.02417   0.00065
    530.0   0.02422   0.00062
    540.0   0.02424   0.00065
    550.0   0.02429   0.00063
    560.0   0.02436   0.00064
    570.0   0.02437   0.00061
    580.0   0.02437   0.00062
    590.0   0.02441   0.00062
    600.0   0.02444   0.00064
    610.0   0.02447   0.00064
    620.0   0.02446   0.00065
    630.0   0.02443   0.00070
    640.0   0.02447   0.00068
    650.0   0.02450   0.00071
    660.0   0.02447   0.00066
    670.0   0.02460   0.00068
    680.0   0.02465   0.00068
    690.0   0.02466   0.00066
    700.0   0.02470   0.00071
    710.0   0.02472   0.00070
    720.0   0.02469   0.00075
    730.0   0.02473   0.00076
    740.0   0.02471   0.00082
    750.0   0.02472   0.00088
    760.0   0.02470   0.00092
    770.0   0.02484   0.00100
    780.0   0.02475   0.00113
    790.0   0.02473   0.00120
    800.0   0.02484   0.00131
    810.0   0.02481   0.00134
    820.0   0.02484   0.00151
    830.0   0.02482   0.00157
    840.0   0.02490   0.00156
    850.0   0.02481   0.00159
    860.0   0.02487   0.00164
    870.0   0.02489   0.00163
    880.0   0.02493   0.00188



 CCMP226D            .ASC                        

 MP-TXH-226-D                                                            
 MET 00639 (CM2) 250-500 um / Spectralon at (i,e)=(30,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/22/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.976115e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 30.00   Detect Ang:  0.00  Volt: 0.777
 Date: 22-SEP-16   Time: 15:23:12
