   161
    400.0   0.04420   0.00734
    405.0   0.04443   0.00568
    410.0   0.04525   0.00477
    415.0   0.04591   0.00390
    420.0   0.04693   0.00332
    425.0   0.04797   0.00286
    430.0   0.04871   0.00262
    435.0   0.04975   0.00248
    440.0   0.05043   0.00220
    445.0   0.05150   0.00209
    450.0   0.05175   0.00191
    455.0   0.05247   0.00184
    460.0   0.05308   0.00171
    465.0   0.05335   0.00163
    470.0   0.05444   0.00157
    475.0   0.05532   0.00144
    480.0   0.05565   0.00141
    485.0   0.05673   0.00138
    490.0   0.05719   0.00132
    495.0   0.05766   0.00128
    500.0   0.05845   0.00120
    505.0   0.05912   0.00126
    510.0   0.05991   0.00122
    515.0   0.06045   0.00120
    520.0   0.06094   0.00115
    525.0   0.06118   0.00109
    530.0   0.06186   0.00111
    535.0   0.06219   0.00105
    540.0   0.06259   0.00105
    545.0   0.06299   0.00109
    550.0   0.06347   0.00100
    555.0   0.06338   0.00106
    560.0   0.06391   0.00104
    565.0   0.06398   0.00100
    570.0   0.06398   0.00098
    575.0   0.06418   0.00095
    580.0   0.06437   0.00101
    585.0   0.06415   0.00102
    590.0   0.06460   0.00105
    595.0   0.06427   0.00100
    600.0   0.06424   0.00093
    605.0   0.06412   0.00099
    610.0   0.06404   0.00094
    615.0   0.06405   0.00094
    620.0   0.06396   0.00100
    625.0   0.06383   0.00099
    630.0   0.06380   0.00095
    635.0   0.06374   0.00098
    640.0   0.06361   0.00097
    645.0   0.06366   0.00099
    650.0   0.06352   0.00105
    655.0   0.06330   0.00100
    660.0   0.06323   0.00103
    665.0   0.06312   0.00108
    670.0   0.06309   0.00096
    675.0   0.06299   0.00096
    680.0   0.06287   0.00096
    685.0   0.06282   0.00095
    690.0   0.06277   0.00090
    695.0   0.06283   0.00096
    700.0   0.06266   0.00096
    705.0   0.06277   0.00095
    710.0   0.06286   0.00098
    715.0   0.06273   0.00104
    720.0   0.06263   0.00104
    725.0   0.06285   0.00107
    730.0   0.06282   0.00101
    735.0   0.06276   0.00107
    740.0   0.06292   0.00112
    745.0   0.06299   0.00113
    750.0   0.06306   0.00116
    755.0   0.06315   0.00121
    760.0   0.06326   0.00124
    765.0   0.06345   0.00129
    770.0   0.06358   0.00136
    775.0   0.06391   0.00133
    780.0   0.06406   0.00139
    785.0   0.06415   0.00148
    790.0   0.06444   0.00156
    795.0   0.06457   0.00163
    800.0   0.06477   0.00165
    805.0   0.06512   0.00172
    810.0   0.06535   0.00177
    815.0   0.06547   0.00182
    820.0   0.06554   0.00191
    825.0   0.06590   0.00192
    830.0   0.06587   0.00196
    835.0   0.06607   0.00196
    840.0   0.06633   0.00197
    845.0   0.06653   0.00191
    850.0   0.06650   0.00195
    855.0   0.06647   0.00193
    860.0   0.06659   0.00193
    865.0   0.06674   0.00194
    870.0   0.06718   0.00199
    875.0   0.06699   0.00206
    880.0   0.06710   0.00346
    885.0   0.06694   0.00439
    890.0   0.06699   0.00376
    895.0   0.06697   0.00360
    900.0   0.06706   0.00347
