    52
    370.0   0.02039   0.01302
    380.0   0.02049   0.00896
    390.0   0.02135   0.00428
    400.0   0.02132   0.00253
    410.0   0.02139   0.00162
    420.0   0.02153   0.00119
    430.0   0.02164   0.00096
    440.0   0.02176   0.00084
    450.0   0.02177   0.00076
    460.0   0.02194   0.00067
    470.0   0.02198   0.00062
    480.0   0.02211   0.00061
    490.0   0.02225   0.00056
    500.0   0.02240   0.00068
    510.0   0.02249   0.00066
    520.0   0.02261   0.00063
    530.0   0.02268   0.00060
    540.0   0.02275   0.00061
    550.0   0.02285   0.00060
    560.0   0.02290   0.00057
    570.0   0.02302   0.00057
    580.0   0.02309   0.00058
    590.0   0.02316   0.00060
    600.0   0.02317   0.00060
    610.0   0.02322   0.00062
    620.0   0.02322   0.00062
    630.0   0.02333   0.00063
    640.0   0.02336   0.00068
    650.0   0.02341   0.00074
    660.0   0.02352   0.00066
    670.0   0.02353   0.00063
    680.0   0.02361   0.00065
    690.0   0.02371   0.00067
    700.0   0.02373   0.00067
    710.0   0.02387   0.00073
    720.0   0.02394   0.00077
    730.0   0.02396   0.00085
    740.0   0.02405   0.00091
    750.0   0.02416   0.00099
    760.0   0.02425   0.00109
    770.0   0.02432   0.00121
    780.0   0.02443   0.00133
    790.0   0.02444   0.00149
    800.0   0.02455   0.00166
    810.0   0.02463   0.00182
    820.0   0.02469   0.00197
    830.0   0.02467   0.00205
    840.0   0.02463   0.00210
    850.0   0.02491   0.00207
    860.0   0.02465   0.00204
    870.0   0.02442   0.00211
    880.0   0.02423   0.00234



 CEMP226C            .ASC                        

 MP-TXH-226-C                                                            
 MET 00639 (CM2) 125-250 um / Spectralon at (i,e)=(50,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/23/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 9.162089e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 50.00   Detect Ang:  0.00  Volt: 0.777
 Date: 23-SEP-16   Time: 11:17:03
