    52
    370.0   0.02244   0.00897
    380.0   0.02321   0.00610
    390.0   0.02344   0.00287
    400.0   0.02347   0.00166
    410.0   0.02367   0.00110
    420.0   0.02382   0.00078
    430.0   0.02400   0.00061
    440.0   0.02415   0.00055
    450.0   0.02423   0.00047
    460.0   0.02423   0.00043
    470.0   0.02438   0.00039
    480.0   0.02451   0.00036
    490.0   0.02456   0.00032
    500.0   0.02474   0.00040
    510.0   0.02480   0.00038
    520.0   0.02488   0.00037
    530.0   0.02491   0.00035
    540.0   0.02496   0.00034
    550.0   0.02504   0.00035
    560.0   0.02512   0.00034
    570.0   0.02514   0.00033
    580.0   0.02518   0.00033
    590.0   0.02520   0.00033
    600.0   0.02521   0.00035
    610.0   0.02520   0.00035
    620.0   0.02524   0.00036
    630.0   0.02529   0.00037
    640.0   0.02530   0.00040
    650.0   0.02530   0.00042
    660.0   0.02529   0.00038
    670.0   0.02535   0.00037
    680.0   0.02535   0.00037
    690.0   0.02540   0.00038
    700.0   0.02539   0.00040
    710.0   0.02541   0.00042
    720.0   0.02538   0.00045
    730.0   0.02545   0.00049
    740.0   0.02540   0.00055
    750.0   0.02541   0.00060
    760.0   0.02545   0.00067
    770.0   0.02545   0.00075
    780.0   0.02550   0.00084
    790.0   0.02551   0.00096
    800.0   0.02543   0.00107
    810.0   0.02549   0.00117
    820.0   0.02546   0.00125
    830.0   0.02546   0.00132
    840.0   0.02549   0.00137
    850.0   0.02542   0.00136
    860.0   0.02536   0.00137
    870.0   0.02541   0.00145
    880.0   0.02558   0.00162



 CBMP226C            .ASC                        

 MP-TXH-226-C                                                            
 MET 00639 (CM2) 125-250 um / Spectralon at (i,e)=(20,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/22/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.936442e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 20.00   Detect Ang:  0.00  Volt: 0.777
 Date: 22-SEP-16   Time: 13:32:56
