   117
    320.0   0.02534   0.00010
    325.0   0.02509   0.00054
    330.0   0.02498   0.00072
    335.0   0.02502   0.00082
    340.0   0.02510   0.00084
    345.0   0.02532   0.00089
    350.0   0.02550   0.00078
    355.0   0.02590   0.00081
    360.0   0.02598   0.00061
    365.0   0.02621   0.00045
    370.0   0.02649   0.00053
    375.0   0.02685   0.00066
    380.0   0.02722   0.00072
    385.0   0.02750   0.00082
    390.0   0.02784   0.00089
    395.0   0.02812   0.00090
    400.0   0.02827   0.00261
    405.0   0.02853   0.00217
    410.0   0.02893   0.00192
    415.0   0.02924   0.00168
    420.0   0.02959   0.00150
    425.0   0.03015   0.00168
    430.0   0.03058   0.00151
    435.0   0.03083   0.00136
    440.0   0.03113   0.00124
    445.0   0.03135   0.00158
    450.0   0.03159   0.00106
    455.0   0.03178   0.00098
    460.0   0.03207   0.00091
    465.0   0.03230   0.00085
    470.0   0.03248   0.00079
    475.0   0.03262   0.00074
    480.0   0.03277   0.00070
    485.0   0.03295   0.00065
    490.0   0.03311   0.00061
    495.0   0.03328   0.00059
    500.0   0.03350   0.00056
    505.0   0.03371   0.00054
    510.0   0.03386   0.00050
    515.0   0.03406   0.00049
    520.0   0.03406   0.00046
    525.0   0.03387   0.00045
    530.0   0.03407   0.00043
    535.0   0.03418   0.00041
    540.0   0.03417   0.00040
    545.0   0.03434   0.00039
    550.0   0.03445   0.00038
    555.0   0.03462   0.00037
    560.0   0.03470   0.00036
    565.0   0.03457   0.00035
    570.0   0.03454   0.00034
    575.0   0.03446   0.00033
    580.0   0.03457   0.00033
    585.0   0.03443   0.00032
    590.0   0.03432   0.00032
    595.0   0.03430   0.00032
    600.0   0.03418   0.00032
    605.0   0.03415   0.00031
    610.0   0.03420   0.00031
    615.0   0.03418   0.00032
    620.0   0.03412   0.00031
    625.0   0.03378   0.00031
    630.0   0.03363   0.00032
    635.0   0.03362   0.00032
    640.0   0.03362   0.00032
    645.0   0.03339   0.00034
    650.0   0.03332   0.00034
    655.0   0.03317   0.00036
    660.0   0.03323   0.00037
    665.0   0.03322   0.00037
    670.0   0.03296   0.00036
    675.0   0.03288   0.00035
    680.0   0.03287   0.00034
    685.0   0.03296   0.00035
    690.0   0.03290   0.00034
    695.0   0.03281   0.00034
    700.0   0.03283   0.00036
    705.0   0.03275   0.00036
    710.0   0.03257   0.00037
    715.0   0.03258   0.00039
    720.0   0.03249   0.00040
    725.0   0.03262   0.00041
    730.0   0.03244   0.00043
    735.0   0.03260   0.00045
    740.0   0.03246   0.00047
    745.0   0.03246   0.00049
    750.0   0.03268   0.00052
    755.0   0.03272   0.00055
    760.0   0.03238   0.00056
    765.0   0.03250   0.00061
    770.0   0.03256   0.00064
    775.0   0.03272   0.00067
    780.0   0.03275   0.00071
    785.0   0.03259   0.00075
    790.0   0.03264   0.00079
    795.0   0.03260   0.00083
    800.0   0.03270   0.00087
    805.0   0.03253   0.00092
    810.0   0.03258   0.00095
    815.0   0.03260   0.00099
    820.0   0.03250   0.00102
    825.0   0.03268   0.00104
    830.0   0.03284   0.00106
    835.0   0.03290   0.00106
    840.0   0.03261   0.00106
    845.0   0.03275   0.00107
    850.0   0.03296   0.00107
    855.0   0.03282   0.00105
    860.0   0.03290   0.00106
    865.0   0.03275   0.00106
    870.0   0.03253   0.00108
    875.0   0.03272   0.00112
    880.0   0.03276   0.00122
    885.0   0.03282   0.00142
    890.0   0.03287   0.00178
    895.0   0.03287   0.00252
    900.0   0.03305   0.00396



 C3MT232V            .ASC                        

 MT-S1S-232                                                              
 Murchison 2-cm chip Spot 3                                              
 No depolarizer was used over the UV range of 320-400 nm                 
 * User: S1K                                                             
 * Research Type: NASA - Foreign, Active Missions, Hayabusa2             
 * NASA PI/CoI or Sponsor: S1S                                           
 * BVC: Visitor                                                          
 * Public Release Date: 07/29/2018                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Manual                                                    
 * Spinning: No                                                          
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 1.5                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.619598e-004                             
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 30.00   Detect Ang:  0.00  Volt: 0.777
 Date: 29-JUL-15   Time: 12:47:14
