   131
    350.0   0.03825   0.00738
    355.0   0.03796   0.00412
    360.0   0.03803   0.00258
    365.0   0.03842   0.00181
    370.0   0.03883   0.00156
    375.0   0.03936   0.00145
    380.0   0.03989   0.00140
    385.0   0.04006   0.00116
    390.0   0.04047   0.00106
    395.0   0.04107   0.00105
    400.0   0.04184   0.00362
    405.0   0.04238   0.00301
    410.0   0.04268   0.00258
    415.0   0.04306   0.00228
    420.0   0.04372   0.00206
    425.0   0.04384   0.00264
    430.0   0.04445   0.00238
    435.0   0.04493   0.00231
    440.0   0.04573   0.00209
    445.0   0.04619   0.00199
    450.0   0.04664   0.00185
    455.0   0.04719   0.00190
    460.0   0.04749   0.00176
    465.0   0.04787   0.00174
    470.0   0.04820   0.00171
    475.0   0.04868   0.00176
    480.0   0.04912   0.00166
    485.0   0.04961   0.00168
    490.0   0.05015   0.00164
    495.0   0.05060   0.00172
    500.0   0.05117   0.00168
    505.0   0.05169   0.00177
    510.0   0.05231   0.00179
    515.0   0.05284   0.00174
    520.0   0.05333   0.00184
    525.0   0.05384   0.00183
    530.0   0.05430   0.00188
    535.0   0.05484   0.00184
    540.0   0.05540   0.00191
    545.0   0.05572   0.00190
    550.0   0.05634   0.00197
    555.0   0.05659   0.00208
    560.0   0.05701   0.00204
    565.0   0.05734   0.00211
    570.0   0.05760   0.00215
    575.0   0.05778   0.00218
    580.0   0.05802   0.00223
    585.0   0.05820   0.00224
    590.0   0.05823   0.00229
    595.0   0.05840   0.00227
    600.0   0.05842   0.00229
    605.0   0.05854   0.00226
    610.0   0.05854   0.00232
    615.0   0.05851   0.00230
    620.0   0.05850   0.00229
    625.0   0.05843   0.00233
    630.0   0.05848   0.00232
    635.0   0.05849   0.00236
    640.0   0.05836   0.00235
    645.0   0.05827   0.00230
    650.0   0.05821   0.00231
    655.0   0.05820   0.00237
    660.0   0.05797   0.00242
    665.0   0.05781   0.00232
    670.0   0.05759   0.00229
    675.0   0.05739   0.00236
    680.0   0.05718   0.00241
    685.0   0.05706   0.00234
    690.0   0.05695   0.00235
    695.0   0.05698   0.00232
    700.0   0.05711   0.00234
    705.0   0.05718   0.00238
    710.0   0.05728   0.00243
    715.0   0.05733   0.00241
    720.0   0.05742   0.00243
    725.0   0.05756   0.00246
    730.0   0.05762   0.00246
    735.0   0.05767   0.00250
    740.0   0.05775   0.00254
    745.0   0.05775   0.00253
    750.0   0.05787   0.00256
    755.0   0.05792   0.00254
    760.0   0.05782   0.00261
    765.0   0.05782   0.00254
    770.0   0.05773   0.00258
    775.0   0.05784   0.00257
    780.0   0.05774   0.00264
    785.0   0.05785   0.00260
    790.0   0.05788   0.00255
    795.0   0.05795   0.00255
    800.0   0.05799   0.00270
    805.0   0.05810   0.00272
    810.0   0.05818   0.00274
    815.0   0.05805   0.00270
    820.0   0.05813   0.00265
    825.0   0.05815   0.00277
    830.0   0.05812   0.00269
    835.0   0.05812   0.00279
    840.0   0.05810   0.00283
    845.0   0.05810   0.00277
    850.0   0.05791   0.00511
    855.0   0.05792   0.00499
    860.0   0.05779   0.00449
    865.0   0.05769   0.00457
    870.0   0.05762   0.00426
    875.0   0.05766   0.00410
    880.0   0.05770   0.00392
    885.0   0.05772   0.00453
    890.0   0.05782   0.00423
    895.0   0.05770   0.00407
    900.0   0.05752   0.00405
    905.0   0.05747   0.00397
    910.0   0.05741   0.00418
    915.0   0.05738   0.00384
    920.0   0.05740   0.00365
    925.0   0.05746   0.00393
    930.0   0.05748   0.00366
    935.0   0.05771   0.00347
    940.0   0.05784   0.00330
    945.0   0.05793   0.00413
    950.0   0.05800   0.00429
    955.0   0.05814   0.00382
    960.0   0.05812   0.00393
    965.0   0.05810   0.00369
    970.0   0.05815   0.00370
    975.0   0.05813   0.00340
    980.0   0.05809   0.00370
    985.0   0.05803   0.00350
    990.0   0.05808   0.00352
    995.0   0.05817   0.00351
   1000.0   0.05843   0.00374



 CEMT234             .ASC                        

 MT-S1S-234                                                              
 Murchison 3-cm chip Spot C (5.6 mm) / Spectralon                        
 (i,e)=(0,-30)                                                           
 * User: S1K                                                             
 * Research Type: NASA - Foreign, Active Missions, Hayabusa2             
 * NASA PI/CoI or Sponsor: S1S                                           
 * BVC: Visitor                                                          
 * Public Release Date: 08/19/2018                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic - Alternate                                     
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 7.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.865967e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang:  0.00   Detect Ang: -30.00  Volt: 0.777
 Date: 19-AUG-15   Time: 13:36:22
