   117
    300.0   0.14435   0.15684
    305.0   0.15122   0.10477
    310.0   0.15592   0.07562
    315.0   0.15827   0.05484
    320.0   0.15843   0.04149
    325.0   0.15960   0.03294
    330.0   0.15922   0.02609
    335.0   0.16082   0.02166
    340.0   0.16341   0.01780
    345.0   0.16405   0.01445
    350.0   0.16536   0.01220
    355.0   0.16715   0.01026
    360.0   0.16911   0.00866
    365.0   0.17131   0.00727
    370.0   0.17255   0.00624
    375.0   0.17465   0.00557
    380.0   0.17650   0.00513
    385.0   0.17843   0.00511
    390.0   0.17917   0.00556
    395.0   0.18066   0.00655
    400.0   0.18267   0.00346
    405.0   0.18437   0.00300
    410.0   0.18517   0.00270
    415.0   0.18687   0.00247
    420.0   0.18835   0.00241
    425.0   0.19057   0.00251
    430.0   0.19315   0.00239
    435.0   0.19583   0.00231
    440.0   0.19845   0.00234
    445.0   0.20082   0.00232
    450.0   0.20241   0.00240
    455.0   0.20454   0.00222
    460.0   0.20548   0.00262
    465.0   0.20701   0.00236
    470.0   0.20752   0.00245
    475.0   0.20886   0.00248
    480.0   0.20956   0.00242
    485.0   0.21101   0.00244
    490.0   0.21187   0.00246
    495.0   0.21368   0.00245
    500.0   0.21500   0.00245
    505.0   0.21681   0.00254
    510.0   0.21826   0.00244
    515.0   0.21984   0.00248
    520.0   0.22142   0.00241
    525.0   0.22308   0.00245
    530.0   0.22427   0.00247
    535.0   0.22562   0.00245
    540.0   0.22694   0.00237
    545.0   0.22793   0.00243
    550.0   0.22882   0.00246
    555.0   0.22997   0.00244
    560.0   0.23080   0.00235
    565.0   0.23136   0.00254
    570.0   0.23200   0.00239
    575.0   0.23249   0.00244
    580.0   0.23322   0.00227
    585.0   0.23350   0.00222
    590.0   0.23415   0.00227
    595.0   0.23436   0.00224
    600.0   0.23468   0.00225
    605.0   0.23517   0.00221
    610.0   0.23529   0.00207
    615.0   0.23530   0.00215
    620.0   0.23527   0.00218
    625.0   0.23512   0.00205
    630.0   0.23551   0.00216
    635.0   0.23531   0.00208
    640.0   0.23531   0.00210
    645.0   0.23534   0.00200
    650.0   0.23533   0.00213
    655.0   0.23547   0.00208
    660.0   0.23536   0.00219
    665.0   0.23584   0.00212
    670.0   0.23575   0.00224
    675.0   0.23579   0.00224
    680.0   0.23598   0.00217
    685.0   0.23601   0.00220
    690.0   0.23575   0.00217
    695.0   0.23608   0.00227
    700.0   0.23580   0.00227
    705.0   0.23597   0.00243
    710.0   0.23563   0.00244
    715.0   0.23631   0.00243
    720.0   0.23558   0.00261
    725.0   0.23536   0.00254
    730.0   0.23525   0.00256
    735.0   0.23538   0.00263
    740.0   0.23547   0.00263
    745.0   0.23533   0.00270
    750.0   0.23553   0.00264
    755.0   0.23552   0.00267
    760.0   0.23546   0.00262
    765.0   0.23526   0.00277
    770.0   0.23569   0.00282
    775.0   0.23525   0.00268
    780.0   0.23583   0.00268
    785.0   0.23530   0.00274
    790.0   0.23580   0.00258
    795.0   0.23551   0.00264
    800.0   0.23609   0.00268
    805.0   0.23588   0.00270
    810.0   0.23658   0.00261
    815.0   0.23625   0.00261
    820.0   0.23592   0.00261
    825.0   0.23662   0.00244
    830.0   0.23590   0.00259
    835.0   0.23630   0.00260
    840.0   0.23536   0.00260
    845.0   0.23575   0.00254
    850.0   0.23523   0.00261
    855.0   0.23428   0.00261
    860.0   0.23422   0.00260
    865.0   0.23342   0.00269
    870.0   0.23311   0.00289
    875.0   0.23204   0.00306
    880.0   0.23190   0.00349



 C1MP100B    .ASC                        

 MP-TXH-100-B                                                            
 ALH-78113,145 aubrite (black part) <45 um                               
 * User: TXH                                                             
 * Research Type: Cosmochemistry, Asteroid-Meteorite,                    
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary Geosciences                                      
 * Public Release Date: 06/13/2006                                       
 * Run Mode: All Samples at Each Wavelength                              
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Aperture Size: 3.5 mm                                                 
 * Scrambler: Out                                                        
 * Depolarizer: Out                                                      
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 30.00   Detect Ang:  0.00  Volt: 0.777
 Date: 13-JUN-03   Time: 13:00:52
