   117
    300.0   0.04656   0.14789
    305.0   0.04578   0.09539
    310.0   0.04614   0.06888
    315.0   0.04709   0.05176
    320.0   0.04901   0.04021
    325.0   0.05256   0.03222
    330.0   0.05495   0.02618
    335.0   0.05856   0.02099
    340.0   0.06122   0.01698
    345.0   0.06312   0.01404
    350.0   0.06596   0.01153
    355.0   0.06833   0.00955
    360.0   0.07218   0.00805
    365.0   0.07498   0.00654
    370.0   0.07760   0.00566
    375.0   0.08069   0.00500
    380.0   0.08387   0.00461
    385.0   0.08700   0.00456
    390.0   0.09001   0.00494
    395.0   0.09322   0.00608
    400.0   0.09614   0.00286
    405.0   0.09906   0.00231
    410.0   0.10224   0.00194
    415.0   0.10491   0.00173
    420.0   0.10819   0.00158
    425.0   0.11092   0.00154
    430.0   0.11352   0.00150
    435.0   0.11585   0.00154
    440.0   0.11765   0.00150
    445.0   0.11893   0.00139
    450.0   0.11981   0.00152
    455.0   0.12110   0.00149
    460.0   0.12266   0.00151
    465.0   0.12387   0.00145
    470.0   0.12540   0.00157
    475.0   0.12705   0.00148
    480.0   0.12882   0.00145
    485.0   0.13001   0.00147
    490.0   0.13113   0.00141
    495.0   0.13278   0.00151
    500.0   0.13437   0.00159
    505.0   0.13601   0.00162
    510.0   0.13754   0.00154
    515.0   0.13904   0.00161
    520.0   0.14018   0.00162
    525.0   0.14134   0.00167
    530.0   0.14252   0.00163
    535.0   0.14364   0.00175
    540.0   0.14454   0.00172
    545.0   0.14520   0.00173
    550.0   0.14619   0.00172
    555.0   0.14669   0.00176
    560.0   0.14701   0.00183
    565.0   0.14763   0.00180
    570.0   0.14774   0.00183
    575.0   0.14819   0.00178
    580.0   0.14826   0.00173
    585.0   0.14865   0.00172
    590.0   0.14868   0.00172
    595.0   0.14893   0.00187
    600.0   0.14899   0.00170
    605.0   0.14919   0.00160
    610.0   0.14925   0.00178
    615.0   0.14930   0.00175
    620.0   0.14967   0.00184
    625.0   0.14978   0.00178
    630.0   0.15024   0.00173
    635.0   0.15035   0.00162
    640.0   0.15030   0.00185
    645.0   0.15039   0.00187
    650.0   0.15076   0.00170
    655.0   0.15101   0.00184
    660.0   0.15083   0.00187
    665.0   0.15128   0.00185
    670.0   0.15153   0.00185
    675.0   0.15156   0.00188
    680.0   0.15178   0.00181
    685.0   0.15187   0.00181
    690.0   0.15204   0.00181
    695.0   0.15178   0.00180
    700.0   0.15237   0.00171
    705.0   0.15224   0.00180
    710.0   0.15253   0.00179
    715.0   0.15208   0.00196
    720.0   0.15239   0.00192
    725.0   0.15238   0.00187
    730.0   0.15247   0.00186
    735.0   0.15267   0.00190
    740.0   0.15240   0.00176
    745.0   0.15265   0.00203
    750.0   0.15186   0.00193
    755.0   0.15218   0.00188
    760.0   0.15235   0.00190
    765.0   0.15198   0.00199
    770.0   0.15223   0.00189
    775.0   0.15182   0.00197
    780.0   0.15176   0.00205
    785.0   0.15139   0.00196
    790.0   0.15130   0.00192
    795.0   0.15129   0.00200
    800.0   0.15048   0.00200
    805.0   0.15055   0.00201
    810.0   0.15010   0.00205
    815.0   0.14952   0.00215
    820.0   0.14958   0.00203
    825.0   0.14880   0.00209
    830.0   0.14870   0.00209
    835.0   0.14813   0.00212
    840.0   0.14779   0.00213
    845.0   0.14755   0.00209
    850.0   0.14681   0.00225
    855.0   0.14686   0.00223
    860.0   0.14621   0.00227
    865.0   0.14573   0.00230
    870.0   0.14593   0.00235
    875.0   0.14522   0.00259
    880.0   0.14520   0.00303



 C1MP110     .ASC                        

 MP-TXH-110                                                              
 A-881551,89 C6 <125 um                                                  
 * User: TXH                                                             
 * Research Type: Cosmochemistry, Asteroid-Meteorite,                    
 * NASA PI/CoI or Sponsor: CMP                                           
 * BVC: Brown Planetary Geosciences                                      
 * Public Release Date: 06/20/2006                                       
 * Run Mode: All Samples at Each Wavelength                              
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Aperture Size: 3.5 mm                                                 
 * Scrambler: Out                                                        
 * Depolarizer: Out                                                      
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 30.00   Detect Ang:  0.00  Volt: 0.777
 Date: 20-JUN-03   Time: 18:45:57
