    52
    370.0   0.03270   0.00805
    380.0   0.03500   0.00553
    390.0   0.03540   0.00265
    400.0   0.03638   0.00160
    410.0   0.03725   0.00104
    420.0   0.03834   0.00081
    430.0   0.03955   0.00066
    440.0   0.04055   0.00057
    450.0   0.04145   0.00055
    460.0   0.04206   0.00050
    470.0   0.04290   0.00049
    480.0   0.04382   0.00046
    490.0   0.04458   0.00046
    500.0   0.04523   0.00048
    510.0   0.04592   0.00048
    520.0   0.04644   0.00048
    530.0   0.04672   0.00046
    540.0   0.04704   0.00044
    550.0   0.04725   0.00046
    560.0   0.04742   0.00048
    570.0   0.04738   0.00045
    580.0   0.04723   0.00044
    590.0   0.04701   0.00045
    600.0   0.04667   0.00043
    610.0   0.04637   0.00045
    620.0   0.04600   0.00047
    630.0   0.04573   0.00049
    640.0   0.04533   0.00049
    650.0   0.04498   0.00050
    660.0   0.04454   0.00048
    670.0   0.04431   0.00046
    680.0   0.04412   0.00049
    690.0   0.04384   0.00047
    700.0   0.04364   0.00047
    710.0   0.04351   0.00050
    720.0   0.04343   0.00053
    730.0   0.04336   0.00053
    740.0   0.04321   0.00059
    750.0   0.04331   0.00063
    760.0   0.04338   0.00072
    770.0   0.04342   0.00073
    780.0   0.04356   0.00085
    790.0   0.04366   0.00093
    800.0   0.04382   0.00104
    810.0   0.04396   0.00113
    820.0   0.04374   0.00118
    830.0   0.04391   0.00128
    840.0   0.04379   0.00131
    850.0   0.04370   0.00133
    860.0   0.04354   0.00131
    870.0   0.04345   0.00135
    880.0   0.04347   0.00155



 CHMP198D            .ASC                        

 MP-TXH-198-D                                                            
 ALH 84040 (CM2) 250-500 um / Spectralon at (i,e)=(15,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/16/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.686269e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 15.00   Detect Ang:  0.00  Volt: 0.777
 Date: 16-SEP-16   Time: 14:29:53
