    52
    370.0   0.02667   0.00794
    380.0   0.02699   0.00544
    390.0   0.02728   0.00259
    400.0   0.02740   0.00158
    410.0   0.02765   0.00109
    420.0   0.02779   0.00081
    430.0   0.02789   0.00071
    440.0   0.02801   0.00063
    450.0   0.02814   0.00057
    460.0   0.02820   0.00059
    470.0   0.02838   0.00057
    480.0   0.02844   0.00053
    490.0   0.02858   0.00050
    500.0   0.02870   0.00057
    510.0   0.02882   0.00055
    520.0   0.02890   0.00056
    530.0   0.02893   0.00052
    540.0   0.02900   0.00052
    550.0   0.02906   0.00050
    560.0   0.02909   0.00050
    570.0   0.02912   0.00050
    580.0   0.02913   0.00049
    590.0   0.02919   0.00050
    600.0   0.02915   0.00050
    610.0   0.02920   0.00051
    620.0   0.02922   0.00051
    630.0   0.02927   0.00052
    640.0   0.02926   0.00053
    650.0   0.02927   0.00054
    660.0   0.02932   0.00050
    670.0   0.02937   0.00053
    680.0   0.02946   0.00052
    690.0   0.02953   0.00054
    700.0   0.02955   0.00052
    710.0   0.02961   0.00055
    720.0   0.02963   0.00059
    730.0   0.02968   0.00060
    740.0   0.02974   0.00065
    750.0   0.02973   0.00068
    760.0   0.02972   0.00073
    770.0   0.02968   0.00082
    780.0   0.02981   0.00087
    790.0   0.02989   0.00100
    800.0   0.02976   0.00110
    810.0   0.02990   0.00118
    820.0   0.02983   0.00126
    830.0   0.02978   0.00134
    840.0   0.02980   0.00133
    850.0   0.02964   0.00135
    860.0   0.02946   0.00131
    870.0   0.02923   0.00135
    880.0   0.02868   0.00149



 CAMP226D            .ASC                        

 MP-TXH-226-D                                                            
 MET 00639 (CM2) 250-500 um / Spectralon at (i,e)=(10,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/22/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.557149e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 10.00   Detect Ang:  0.00  Volt: 0.777
 Date: 22-SEP-16   Time: 09:57:56
