    52
    370.0   0.03490   0.00905
    380.0   0.03707   0.00608
    390.0   0.03822   0.00290
    400.0   0.03932   0.00169
    410.0   0.04057   0.00113
    420.0   0.04194   0.00082
    430.0   0.04321   0.00069
    440.0   0.04441   0.00061
    450.0   0.04535   0.00055
    460.0   0.04601   0.00051
    470.0   0.04684   0.00045
    480.0   0.04794   0.00045
    490.0   0.04860   0.00045
    500.0   0.04938   0.00049
    510.0   0.05010   0.00050
    520.0   0.05067   0.00049
    530.0   0.05107   0.00048
    540.0   0.05131   0.00046
    550.0   0.05154   0.00046
    560.0   0.05159   0.00041
    570.0   0.05152   0.00041
    580.0   0.05135   0.00046
    590.0   0.05113   0.00043
    600.0   0.05072   0.00044
    610.0   0.05042   0.00047
    620.0   0.04998   0.00045
    630.0   0.04959   0.00048
    640.0   0.04921   0.00048
    650.0   0.04882   0.00051
    660.0   0.04846   0.00045
    670.0   0.04812   0.00047
    680.0   0.04794   0.00048
    690.0   0.04771   0.00046
    700.0   0.04740   0.00046
    710.0   0.04721   0.00052
    720.0   0.04711   0.00051
    730.0   0.04700   0.00057
    740.0   0.04702   0.00062
    750.0   0.04702   0.00067
    760.0   0.04700   0.00073
    770.0   0.04715   0.00081
    780.0   0.04725   0.00088
    790.0   0.04745   0.00101
    800.0   0.04766   0.00112
    810.0   0.04774   0.00121
    820.0   0.04780   0.00132
    830.0   0.04770   0.00142
    840.0   0.04772   0.00144
    850.0   0.04741   0.00144
    860.0   0.04730   0.00144
    870.0   0.04721   0.00147
    880.0   0.04688   0.00169



 CAMP198C            .ASC                        

 MP-TXH-198-C                                                            
 ALH 84040 (CM2) 125-250 um / Spectralon at (i,e)=(10,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/14/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 9.053192e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 10.00   Detect Ang:  0.00  Volt: 0.777
 Date: 14-SEP-16   Time: 12:37:09
