    52
    370.0   0.03225   0.00806
    380.0   0.03465   0.00547
    390.0   0.03531   0.00264
    400.0   0.03641   0.00157
    410.0   0.03744   0.00103
    420.0   0.03868   0.00081
    430.0   0.03987   0.00066
    440.0   0.04092   0.00060
    450.0   0.04181   0.00055
    460.0   0.04248   0.00053
    470.0   0.04332   0.00051
    480.0   0.04431   0.00049
    490.0   0.04510   0.00051
    500.0   0.04576   0.00053
    510.0   0.04650   0.00054
    520.0   0.04700   0.00054
    530.0   0.04736   0.00055
    540.0   0.04763   0.00051
    550.0   0.04786   0.00049
    560.0   0.04791   0.00052
    570.0   0.04784   0.00048
    580.0   0.04770   0.00053
    590.0   0.04747   0.00051
    600.0   0.04712   0.00050
    610.0   0.04677   0.00052
    620.0   0.04642   0.00056
    630.0   0.04609   0.00055
    640.0   0.04570   0.00051
    650.0   0.04535   0.00054
    660.0   0.04500   0.00050
    670.0   0.04476   0.00055
    680.0   0.04455   0.00053
    690.0   0.04440   0.00054
    700.0   0.04406   0.00062
    710.0   0.04392   0.00056
    720.0   0.04384   0.00057
    730.0   0.04375   0.00059
    740.0   0.04363   0.00062
    750.0   0.04366   0.00068
    760.0   0.04377   0.00075
    770.0   0.04378   0.00080
    780.0   0.04391   0.00088
    790.0   0.04418   0.00100
    800.0   0.04425   0.00106
    810.0   0.04432   0.00114
    820.0   0.04431   0.00123
    830.0   0.04437   0.00132
    840.0   0.04417   0.00132
    850.0   0.04413   0.00132
    860.0   0.04404   0.00135
    870.0   0.04397   0.00135
    880.0   0.04367   0.00154



 CHMP198C            .ASC                        

 MP-TXH-198-C                                                            
 ALH 84040 (CM2) 125-250 um / Spectralon at (i,e)=(15,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/16/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.686269e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 15.00   Detect Ang:  0.00  Volt: 0.777
 Date: 16-SEP-16   Time: 14:29:53
