    57
    320.0   0.15124   0.11440
    330.0   0.17120   0.07017
    340.0   0.19219   0.04746
    350.0   0.21453   0.03313
    360.0   0.23982   0.02515
    370.0   0.26265   0.02086
    380.0   0.28122   0.01892
    390.0   0.29603   0.02058
    400.0   0.29628   0.01639
    410.0   0.30872   0.01629
    420.0   0.31674   0.01647
    430.0   0.32116   0.01654
    440.0   0.32646   0.01705
    450.0   0.32666   0.01666
    460.0   0.33193   0.01731
    470.0   0.33598   0.01737
    480.0   0.34362   0.01783
    490.0   0.34533   0.01774
    500.0   0.34926   0.01807
    510.0   0.35531   0.01822
    520.0   0.35827   0.01870
    530.0   0.36081   0.01872
    540.0   0.36415   0.01905
    550.0   0.36631   0.01906
    560.0   0.36769   0.01874
    570.0   0.36780   0.01896
    580.0   0.36774   0.01883
    590.0   0.36762   0.01875
    600.0   0.36706   0.01867
    610.0   0.36727   0.01880
    620.0   0.36688   0.01884
    630.0   0.36781   0.01887
    640.0   0.36927   0.01871
    650.0   0.37101   0.01888
    660.0   0.37198   0.01880
    670.0   0.37274   0.01890
    680.0   0.37310   0.01897
    690.0   0.37260   0.01886
    700.0   0.37249   0.01853
    710.0   0.37148   0.01852
    720.0   0.37000   0.01854
    730.0   0.36982   0.01853
    740.0   0.36619   0.01818
    750.0   0.36258   0.01776
    760.0   0.35739   0.01738
    770.0   0.35132   0.01736
    780.0   0.34480   0.01674
    790.0   0.33752   0.01644
    800.0   0.32936   0.01592
    810.0   0.32155   0.01556
    820.0   0.31298   0.01525
    830.0   0.30497   0.01493
    840.0   0.29711   0.01442
    850.0   0.29047   0.01409
    860.0   0.28387   0.01382
    870.0   0.27753   0.01345
    880.0   0.27111   0.01393



 C3OC09A     .ASC                        

 OC-TXH-009-A                                                            
 Olivenza (LL5) Chip at (60,0)                                           
 * User: TXH                                                             
 * Research Type: NASA-ESA-FSU-Japan-Canada, Active Missions, Proposal Pr
 * NASA PI/CoI or Sponsor:                                               
 * BVC: Brown Planetary Geosciences                                      
 * Public Release Date: 08/31/2008                                       
 * Run Mode: All Wavelengths for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Aperture Size: 7.0 mm                                                 
 * Scrambler: In                                                         
 * Depolarizer: Out                                                      
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 60.00   Detect Ang:  0.00  Volt: 0.777
 Date: 31-AUG-05   Time: 10:07:54
