   211
    500.0   2.56122
    510.0   2.38447
    520.0   2.22665
    530.0   2.15227
    540.0   2.10993
    550.0   2.06879
    560.0   2.08613
    570.0   2.05693
    580.0   2.04309
    590.0   2.04883
    600.0   2.05018
    610.0   2.05685
    620.0   2.05455
    630.0   2.08279
    640.0   2.10833
    650.0   2.12685
    660.0   2.15433
    670.0   2.17969
    680.0   2.20775
    690.0   2.23889
    700.0   2.27879
    710.0   2.32520
    720.0   2.36006
    730.0   2.42286
    740.0   2.47803
    750.0   2.53965
    760.0   2.61387
    770.0   2.68660
    780.0   2.73145
    790.0   2.81873
    800.0   2.85882
    810.0   2.97345
    820.0   3.01759
    830.0   3.11142
    840.0   3.13419
    850.0   3.20158
    860.0   3.21604
    870.0   3.27536
    880.0   3.30397
    890.0   3.35784
    900.0   3.44761
    910.0   3.35700
    920.0   3.44612
    930.0   3.51155
    940.0   3.60502
    950.0   3.69934
    960.0   3.80314
    970.0   3.90294
    980.0   3.99985
    990.0   4.09944
   1000.0   4.16182
   1010.0   4.25646
   1020.0   4.37647
   1030.0   4.51126
   1040.0   4.65294
   1050.0   4.78290
   1060.0   4.92371
   1070.0   5.07103
   1080.0   5.22033
   1090.0   5.39614
   1100.0   5.53298
   1110.0   5.75096
   1120.0   6.22802
   1130.0   6.44914
   1140.0   6.63197
   1150.0   6.89935
   1160.0   7.15322
   1170.0   7.35031
   1180.0   7.56410
   1190.0   7.88736
   1200.0   8.08723
   1210.0   8.32414
   1220.0   8.68420
   1230.0   8.97486
   1240.0   9.28923
   1250.0   9.60335
   1260.0   9.96411
   1270.0  10.33255
   1280.0  10.61608
   1290.0  11.01632
   1300.0  11.37968
   1310.0  11.75808
   1320.0  12.08860
   1330.0  12.44113
   1340.0  12.72710
   1350.0  13.15952
   1360.0  13.47542
   1370.0  14.14417
   1380.0  14.26179
   1390.0  14.91875
   1400.0  15.46841
   1410.0  16.04378
   1420.0  16.46920
   1430.0  17.03773
   1440.0  17.38830
   1450.0  18.11230
   1460.0  18.69501
   1470.0  19.29389
   1480.0  19.72148
   1490.0  20.43010
   1500.0  20.94407
   1510.0  22.19105
   1520.0  22.84884
   1530.0  23.33756
   1540.0  23.99503
   1550.0  24.68242
   1560.0  25.58101
   1570.0  26.20979
   1580.0  26.82159
   1590.0  27.45777
   1600.0  28.03147
   1610.0  28.55963
   1620.0  29.80303
   1630.0  30.49177
   1640.0  31.47496
   1650.0  32.21239
   1660.0  33.14214
   1670.0  33.37575
   1680.0  34.71584
   1690.0  35.44099
   1700.0  36.72260
   1710.0  37.53729
   1720.0  38.17903
   1730.0  38.76955
   1740.0  40.00385
   1750.0  40.75683
   1760.0  42.02783
   1770.0  42.67021
   1780.0  43.76310
   1790.0  44.33375
   1800.0  45.42922
   1810.0  44.28248
   1820.0  45.07209
   1830.0  46.01486
   1840.0  48.40633
   1850.0  48.80605
   1860.0  48.89775
   1870.0  49.70816
   1880.0  51.41871
   1890.0  51.42185
   1900.0  50.94831
   1910.0  52.37480
   1920.0  54.80067
   1930.0  54.71350
   1940.0  56.57449
   1950.0  56.28395
   1960.0  58.79111
   1970.0  59.16412
   1980.0  61.13564
   1990.0  62.05428
   2000.0  63.09421
   2010.0  63.69947
   2020.0  65.50134
   2030.0  65.77526
   2040.0  67.65940
   2050.0  67.91828
   2060.0  70.16680
   2070.0  70.34100
   2080.0  73.63091
   2090.0  73.61168
   2100.0  76.49307
   2110.0  75.85397
   2120.0  78.89065
   2130.0  78.27183
   2140.0  81.07626
   2150.0  82.26679
   2160.0  85.66992
   2170.0  83.68071
   2180.0  84.44914
   2190.0  84.38342
   2200.0  88.11342
   2210.0  88.31707
   2220.0  90.51434
   2230.0  91.37351
   2240.0  92.73777
   2250.0  94.30641
   2260.0  95.27150
   2270.0  95.86911
   2280.0  98.08879
   2290.0  98.44064
   2300.0 101.00701
   2310.0 102.47561
   2320.0 103.89641
   2330.0 103.92762
   2340.0 105.72753
   2350.0 109.74287
   2360.0 109.27163
   2370.0 105.96725
   2380.0 106.95262
   2390.0 101.31808
   2400.0 107.03720
   2410.0 106.47076
   2420.0 108.16479
   2430.0 107.67867
   2440.0 110.64703
   2450.0 111.86454
   2460.0 114.19907
   2470.0 114.71915
   2480.0 117.94781
   2490.0 118.97252
   2500.0 121.39626
   2510.0 117.81277
   2520.0 123.36815
   2530.0 121.14482
   2540.0 123.61132
   2550.0 126.93964
   2560.0 116.87009
   2570.0 124.22868
   2580.0 116.84814
   2590.0 119.87875
   2600.0 121.19148



 C45M12      .ASC                        

 MI-CMP-012                                                              
 1200 GRIT FACE OF DIABLO CANYON CUBE AT 45,45                           
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 45.00   Detect Ang: 45.00  Volt: 0.777
 Date: 15-DEC-86   Time: 18:02:02
