    52
    370.0   0.02317   0.02422
    380.0   0.02377   0.01718
    390.0   0.02361   0.00815
    400.0   0.02402   0.00496
    410.0   0.02384   0.00331
    420.0   0.02405   0.00253
    430.0   0.02390   0.00218
    440.0   0.02405   0.00204
    450.0   0.02404   0.00192
    460.0   0.02417   0.00183
    470.0   0.02426   0.00180
    480.0   0.02434   0.00176
    490.0   0.02445   0.00169
    500.0   0.02455   0.00184
    510.0   0.02460   0.00181
    520.0   0.02468   0.00178
    530.0   0.02470   0.00180
    540.0   0.02485   0.00179
    550.0   0.02479   0.00177
    560.0   0.02489   0.00176
    570.0   0.02494   0.00183
    580.0   0.02496   0.00181
    590.0   0.02499   0.00184
    600.0   0.02504   0.00183
    610.0   0.02511   0.00183
    620.0   0.02515   0.00187
    630.0   0.02520   0.00189
    640.0   0.02528   0.00194
    650.0   0.02527   0.00200
    660.0   0.02535   0.00195
    670.0   0.02551   0.00190
    680.0   0.02553   0.00192
    690.0   0.02562   0.00196
    700.0   0.02566   0.00201
    710.0   0.02567   0.00203
    720.0   0.02579   0.00211
    730.0   0.02587   0.00217
    740.0   0.02589   0.00232
    750.0   0.02611   0.00248
    760.0   0.02618   0.00257
    770.0   0.02619   0.00269
    780.0   0.02632   0.00296
    790.0   0.02668   0.00329
    800.0   0.02658   0.00359
    810.0   0.02665   0.00370
    820.0   0.02703   0.00415
    830.0   0.02710   0.00422
    840.0   0.02722   0.00425
    850.0   0.02727   0.00431
    860.0   0.02733   0.00434
    870.0   0.02733   0.00445
    880.0   0.02733   0.00507



 CGMP226D            .ASC                        

 MP-TXH-226-D                                                            
 MET 00639 (CM2) 250-500 um / Spectralon at (i,e)=(70,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/23/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.350311e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 70.00   Detect Ang:  0.00  Volt: 0.777
 Date: 23-SEP-16   Time: 15:02:29
