   101
    400.0   0.04790   0.00557
    405.0   0.04802   0.00429
    410.0   0.04935   0.00356
    415.0   0.04986   0.00302
    420.0   0.05090   0.00254
    425.0   0.05196   0.00222
    430.0   0.05279   0.00200
    435.0   0.05366   0.00176
    440.0   0.05459   0.00168
    445.0   0.05546   0.00165
    450.0   0.05611   0.00150
    455.0   0.05661   0.00146
    460.0   0.05760   0.00139
    465.0   0.05792   0.00128
    470.0   0.05875   0.00124
    475.0   0.05949   0.00118
    480.0   0.06031   0.00120
    485.0   0.06099   0.00113
    490.0   0.06179   0.00114
    495.0   0.06227   0.00111
    500.0   0.06310   0.00104
    505.0   0.06366   0.00109
    510.0   0.06447   0.00104
    515.0   0.06490   0.00097
    520.0   0.06546   0.00099
    525.0   0.06601   0.00101
    530.0   0.06635   0.00103
    535.0   0.06679   0.00099
    540.0   0.06715   0.00096
    545.0   0.06746   0.00096
    550.0   0.06780   0.00099
    555.0   0.06799   0.00100
    560.0   0.06820   0.00103
    565.0   0.06860   0.00102
    570.0   0.06862   0.00099
    575.0   0.06860   0.00107
    580.0   0.06884   0.00100
    585.0   0.06869   0.00099
    590.0   0.06870   0.00101
    595.0   0.06867   0.00097
    600.0   0.06864   0.00102
    605.0   0.06856   0.00100
    610.0   0.06851   0.00103
    615.0   0.06841   0.00102
    620.0   0.06829   0.00098
    625.0   0.06818   0.00101
    630.0   0.06813   0.00105
    635.0   0.06793   0.00104
    640.0   0.06775   0.00105
    645.0   0.06769   0.00103
    650.0   0.06774   0.00100
    655.0   0.06757   0.00099
    660.0   0.06762   0.00108
    665.0   0.06745   0.00104
    670.0   0.06738   0.00100
    675.0   0.06727   0.00103
    680.0   0.06726   0.00098
    685.0   0.06721   0.00092
    690.0   0.06709   0.00094
    695.0   0.06706   0.00098
    700.0   0.06704   0.00093
    705.0   0.06693   0.00099
    710.0   0.06699   0.00106
    715.0   0.06697   0.00107
    720.0   0.06700   0.00103
    725.0   0.06699   0.00104
    730.0   0.06705   0.00105
    735.0   0.06709   0.00109
    740.0   0.06717   0.00102
    745.0   0.06726   0.00104
    750.0   0.06733   0.00108
    755.0   0.06736   0.00107
    760.0   0.06768   0.00115
    765.0   0.06782   0.00113
    770.0   0.06808   0.00123
    775.0   0.06814   0.00122
    780.0   0.06832   0.00119
    785.0   0.06843   0.00127
    790.0   0.06872   0.00129
    795.0   0.06896   0.00131
    800.0   0.06912   0.00137
    805.0   0.06939   0.00137
    810.0   0.06941   0.00142
    815.0   0.06979   0.00145
    820.0   0.06976   0.00145
    825.0   0.07010   0.00146
    830.0   0.07039   0.00144
    835.0   0.07043   0.00148
    840.0   0.07066   0.00154
    845.0   0.07077   0.00152
    850.0   0.07084   0.00158
    855.0   0.07090   0.00157
    860.0   0.07098   0.00155
    865.0   0.07103   0.00151
    870.0   0.07116   0.00165
    875.0   0.07126   0.00168
    880.0   0.07135   0.00189
    885.0   0.07155   0.00221
    890.0   0.07164   0.00297
    895.0   0.07175   0.00460
    900.0   0.07173   0.00783



 C5MB64B             .ASC                        

 MB-TXH-064-B                                                            
 Murchison <63 um / Spectralon at (i,e)=(15,0)                           
 * User:                                                                 
 * Research Type:                                                        
 * NASA PI/CoI or Sponsor:                                               
 * BVC: Calibration                                                      
 * Public Release Date: 08/04/2018                                       
 * Run Mode: All Samples at Each Wavelength                              
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 7.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.518992e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 15.00   Detect Ang:  0.00  Volt: 0.777
 Date: 04-AUG-15   Time: 10:15:39
