   115
    300.0   0.01595   0.16251
    305.0   0.01787   0.10586
    310.0   0.01821   0.07670
    315.0   0.01889   0.05717
    320.0   0.01890   0.04336
    325.0   0.01903   0.03358
    330.0   0.01894   0.02666
    335.0   0.01886   0.02156
    340.0   0.01883   0.01758
    345.0   0.01884   0.01463
    350.0   0.01907   0.01220
    355.0   0.01951   0.01022
    360.0   0.01997   0.00837
    365.0   0.02025   0.00775
    370.0   0.02054   0.00567
    375.0   0.02077   0.00489
    380.0   0.02104   0.00443
    385.0   0.02146   0.00433
    390.0   0.02185   0.00472
    395.0   0.02222   0.00583
    400.0   0.02255   0.00254
    405.0   0.02271   0.00186
    410.0   0.02297   0.00152
    415.0   0.02327   0.00122
    420.0   0.02375   0.00102
    425.0   0.02415   0.00086
    430.0   0.02453   0.00080
    435.0   0.02510   0.00072
    440.0   0.02555   0.00065
    445.0   0.02598   0.00061
    450.0   0.02640   0.00057
    455.0   0.02687   0.00052
    460.0   0.02721   0.00049
    465.0   0.02749   0.00047
    470.0   0.02777   0.00045
    475.0   0.02805   0.00043
    480.0   0.02852   0.00042
    485.0   0.02921   0.00041
    490.0   0.03013   0.00041
    495.0   0.03115   0.00041
    500.0   0.03209   0.00041
    505.0   0.03302   0.00039
    510.0   0.03392   0.00041
    515.0   0.03475   0.00041
    520.0   0.03568   0.00041
    525.0   0.03660   0.00041
    530.0   0.03765   0.00041
    535.0   0.03872   0.00042
    540.0   0.03977   0.00043
    545.0   0.04091   0.00043
    550.0   0.04196   0.00046
    555.0   0.04321   0.00044
    560.0   0.04457   0.00047
    565.0   0.04606   0.00047
    570.0   0.04761   0.00050
    575.0   0.04929   0.00051
    580.0   0.05093   0.00052
    585.0   0.05250   0.00054
    590.0   0.05408   0.00054
    595.0   0.05555   0.00059
    600.0   0.05678   0.00060
    605.0   0.05808   0.00059
    610.0   0.05913   0.00059
    615.0   0.06015   0.00061
    620.0   0.06102   0.00063
    625.0   0.06188   0.00061
    630.0   0.06263   0.00061
    635.0   0.06354   0.00065
    640.0   0.06429   0.00066
    645.0   0.06522   0.00065
    650.0   0.06604   0.00067
    655.0   0.06698   0.00067
    660.0   0.06783   0.00070
    665.0   0.06861   0.00072
    670.0   0.06952   0.00070
    675.0   0.07035   0.00076
    680.0   0.07103   0.00076
    685.0   0.07182   0.00071
    690.0   0.07253   0.00074
    695.0   0.07323   0.00079
    700.0   0.07390   0.00080
    705.0   0.07469   0.00081
    710.0   0.07536   0.00084
    715.0   0.07600   0.00085
    720.0   0.07644   0.00086
    725.0   0.07693   0.00081
    730.0   0.07735   0.00088
    735.0   0.07773   0.00086
    740.0   0.07794   0.00088
    745.0   0.07831   0.00093
    750.0   0.07848   0.00095
    755.0   0.07879   0.00091
    760.0   0.07917   0.00098
    765.0   0.07956   0.00098
    770.0   0.07978   0.00104
    775.0   0.07979   0.00106
    780.0   0.08005   0.00110
    785.0   0.08020   0.00115
    790.0   0.08022   0.00118
    795.0   0.08033   0.00123
    800.0   0.08033   0.00128
    805.0   0.08029   0.00133
    810.0   0.08035   0.00135
    815.0   0.08032   0.00138
    820.0   0.08034   0.00144
    825.0   0.08034   0.00148
    830.0   0.08027   0.00151
    835.0   0.08024   0.00152
    840.0   0.08034   0.00154
    845.0   0.08048   0.00151
    850.0   0.08064   0.00156
    855.0   0.08075   0.00163
    860.0   0.08084   0.00166
    865.0   0.08089   0.00178
    870.0   0.08103   0.00192



 C1MT21      .ASC                        

 MT-TXH-021                                                              
 Tagish Lake (PM0-5c) heated at 500C for 1 week <125 um                  
 * User: TXH                                                             
 * Research Type: Cosmochemistry,                                        
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary Geosciences                                      
 * Public Release Date: 05/15/2006                                       
 * Run Mode: All Samples at Each Wavelength                              
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Aperture Size: 3.5 mm                                                 
 * Scrambler: Out                                                        
 * Depolarizer: Out                                                      
 RATIOS ADJUSTED USING NBS HALON CALIBRATION TABLE                       

 Source Ang: 30.00   Detect Ang:  0.00  Volt: 0.777
 Date: 16-MAY-03   Time: 10:26:41
