    52
    370.0   0.02881   0.02439
    380.0   0.03110   0.01682
    390.0   0.03267   0.00798
    400.0   0.03428   0.00462
    410.0   0.03544   0.00302
    420.0   0.03696   0.00221
    430.0   0.03878   0.00179
    440.0   0.04030   0.00157
    450.0   0.04172   0.00144
    460.0   0.04282   0.00136
    470.0   0.04405   0.00122
    480.0   0.04564   0.00121
    490.0   0.04690   0.00119
    500.0   0.04820   0.00132
    510.0   0.04936   0.00131
    520.0   0.05053   0.00130
    530.0   0.05134   0.00131
    540.0   0.05200   0.00130
    550.0   0.05251   0.00130
    560.0   0.05295   0.00122
    570.0   0.05317   0.00122
    580.0   0.05332   0.00127
    590.0   0.05327   0.00127
    600.0   0.05310   0.00128
    610.0   0.05287   0.00131
    620.0   0.05274   0.00130
    630.0   0.05241   0.00135
    640.0   0.05203   0.00138
    650.0   0.05175   0.00149
    660.0   0.05149   0.00137
    670.0   0.05131   0.00133
    680.0   0.05125   0.00128
    690.0   0.05104   0.00138
    700.0   0.05095   0.00134
    710.0   0.05109   0.00211
    720.0   0.05090   0.00150
    730.0   0.05115   0.00190
    740.0   0.05110   0.00173
    750.0   0.05124   0.00192
    760.0   0.05174   0.00213
    770.0   0.05225   0.00229
    780.0   0.05254   0.00260
    790.0   0.05321   0.00276
    800.0   0.05361   0.00312
    810.0   0.05394   0.00344
    820.0   0.05439   0.00366
    830.0   0.05424   0.00387
    840.0   0.05478   0.00389
    850.0   0.05458   0.00402
    860.0   0.05506   0.00395
    870.0   0.05485   0.00412
    880.0   0.05505   0.00465



 CGMP198A            .ASC                        

 MP-TXH-198-A                                                            
 ALH 84040 (CM2) <125 um / Spectralon at (i,e)=(70,0)                    
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/16/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.553029e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 70.00   Detect Ang:  0.00  Volt: 0.777
 Date: 16-SEP-16   Time: 11:34:13
