    52
    370.0   0.02390   0.02434
    380.0   0.02406   0.01702
    390.0   0.02387   0.00811
    400.0   0.02396   0.00483
    410.0   0.02395   0.00322
    420.0   0.02388   0.00237
    430.0   0.02385   0.00200
    440.0   0.02393   0.00177
    450.0   0.02399   0.00163
    460.0   0.02411   0.00160
    470.0   0.02422   0.00148
    480.0   0.02426   0.00139
    490.0   0.02436   0.00141
    500.0   0.02444   0.00157
    510.0   0.02461   0.00154
    520.0   0.02475   0.00149
    530.0   0.02471   0.00146
    540.0   0.02484   0.00145
    550.0   0.02486   0.00145
    560.0   0.02493   0.00141
    570.0   0.02504   0.00141
    580.0   0.02508   0.00142
    590.0   0.02514   0.00142
    600.0   0.02528   0.00144
    610.0   0.02531   0.00148
    620.0   0.02542   0.00145
    630.0   0.02541   0.00156
    640.0   0.02555   0.00164
    650.0   0.02554   0.00163
    660.0   0.02569   0.00146
    670.0   0.02582   0.00147
    680.0   0.02580   0.00149
    690.0   0.02590   0.00146
    700.0   0.02593   0.00153
    710.0   0.02603   0.00162
    720.0   0.02620   0.00165
    730.0   0.02635   0.00177
    740.0   0.02638   0.00188
    750.0   0.02652   0.00199
    760.0   0.02655   0.00221
    770.0   0.02656   0.00237
    780.0   0.02683   0.00263
    790.0   0.02700   0.00293
    800.0   0.02713   0.00321
    810.0   0.02739   0.00354
    820.0   0.02748   0.00376
    830.0   0.02769   0.00398
    840.0   0.02776   0.00405
    850.0   0.02791   0.00402
    860.0   0.02792   0.00406
    870.0   0.02782   0.00417
    880.0   0.02798   0.00482



 CGMP226C            .ASC                        

 MP-TXH-226-C                                                            
 MET 00639 (CM2) 125-250 um / Spectralon at (i,e)=(70,0)                 
 * User: TXH                                                             
 * Research Type: SSERVI, Active Missions, Hayabusa2                     
 * NASA PI/CoI or Sponsor: TXH                                           
 * BVC: Brown Planetary GeoSciences                                      
 * Public Release Date: 09/23/2019                                       
 * Run Mode: All Scan Ranges for Each Sample                             
 * Stage Type: Automatic                                                 
 * Spinning: Yes                                                         
 * Azimuth Angle: 0.0                                                    
 * Aperture Size: 9.0                                                    
 * Scrambler: In                                                         
 * Depolarizer: In                                                       
 * Initial Background at Home: 8.350311e-004                             
 RATIOS ADJUSTED USING RELAB SRS-99 REFLECTANCE SPECTRUM (SRS99C.DAT)    

 Source Ang: 70.00   Detect Ang:  0.00  Volt: 0.777
 Date: 23-SEP-16   Time: 15:02:29
